"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","43.4","%","10443","4528"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","58.6","%","1765","1035"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","51.2","%","1536","786"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","55.2","%","3301","1821"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","61.2","%","585","358"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","63.3","%","599","379"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","62.2","%","1184","737"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","46.8","%","218","102"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","54.5","%","246","134"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","50.9","%","464","236"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","50.5","%","18080","9134"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","56.6","%","18719","10590"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","53.6","%","36799","19724"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","State-funded mainstream","Sikh","26.7","%","15","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","State-funded mainstream","Sikh","69.5","%","174","121"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","State-funded mainstream","Sikh","68.6","%","373","256"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","State-funded mainstream","Sikh","67.8","%","199","135"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","State-funded mainstream","Sikh","69.5","%","174","121"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","State-funded mainstream","Sikh","!","%","1","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","State-funded mainstream","Sikh","67.8","%","199","135"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","State-funded mainstream","Sikh","0","%","6","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","State-funded mainstream","Sikh","20","%","25","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","State-funded mainstream","Sikh","26.3","%","19","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","State-funded mainstream","Sikh","24.2","%","33","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","State-funded mainstream","Sikh","14.3","%","7","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","State-funded mainstream","Sikh","68.6","%","373","256"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","State-funded mainstream","Sikh","21.4","%","14","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","State-funded mainstream","Sikh","67.1","%","170","114"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","State-funded mainstream","Sikh","65","%","200","130"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","State-funded mainstream","Sikh","57.9","%","19","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","State-funded mainstream","Sikh","65.9","%","370","244"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","State-funded mainstream","Sikh","48.8","%","43","21"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","State-funded mainstream","Sikh","41.7","%","24","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","62.5","%","224","140"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","64.2","%","413","265"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","Sikh","66.1","%","189","125"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","Sikh","64.2","%","413","265"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","Sikh","62.5","%","224","140"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","State-funded mainstream","Sikh","22.5","%","40","9"
